MSSV,MaHocPhan,HocPhan,TinChi,NhomHoc,Khoa,GPA_TichLuy,TinChiTichLuy,DiemQuaTrinh,ChuyenCan,TruyCapLMS,TyLeNopDungHan,DiemRenLuyen,GioTuHoc,DiemCuoiKy,NguyCo
SV20210043,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kinh tế số,2.5,73,7.6,80.8,16,91.2,74,5.4,7.3,0
SV20210044,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Kỹ thuật dữ liệu,2.2,72,7.8,87.7,11,78.4,66,4.3,6.0,0
SV20210044,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Kỹ thuật dữ liệu,2.2,72,4.5,69.8,4,66.5,63,4.4,4.1,1
SV20210044,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Kỹ thuật dữ liệu,2.2,72,6.6,74.7,1,78.4,68,6.3,6.1,0
SV20210044,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Kỹ thuật dữ liệu,2.2,72,6.0,71.5,9,85.5,66,3.6,3.6,1
SV20210045,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Kỹ thuật dữ liệu,3.2,121,8.3,94.8,18,90.1,84,8.0,6.7,0
SV20210045,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Kỹ thuật dữ liệu,3.2,121,8.2,100.0,22,87.3,62,6.3,8.7,0
SV20210045,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Kỹ thuật dữ liệu,3.2,121,8.7,87.6,13,98.7,74,7.8,9.7,0
SV20210045,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Kỹ thuật dữ liệu,3.2,121,7.4,90.8,15,81.8,75,6.2,7.3,0
SV20210046,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,3.1,114,9.2,92.2,17,85.6,89,9.7,8.1,0
SV20210046,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,3.1,114,9.2,91.7,12,71.6,76,10.7,7.0,0
SV20210046,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,3.1,114,8.6,81.7,10,92.9,66,11.2,7.8,0
SV20210046,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,3.1,114,10.0,93.6,23,100.0,85,10.4,7.8,0
SV20210047,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kinh tế số,2.7,59,7.6,81.5,12,77.9,82,7.9,6.2,0
SV20210047,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kinh tế số,2.7,59,6.6,76.6,15,70.5,77,6.1,6.3,0
SV20210047,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kinh tế số,2.7,59,7.5,91.3,4,65.2,79,7.4,4.8,1
SV20210047,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kinh tế số,2.7,59,6.2,87.5,13,78.2,89,6.9,7.6,0
SV20210048,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,2.5,105,7.7,78.2,18,87.7,55,4.8,5.4,0
SV20210048,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,2.5,105,8.1,65.6,15,86.3,59,3.7,5.6,0
SV20210048,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,2.5,105,7.3,80.5,6,79.3,70,5.0,8.5,0
SV20210048,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,2.5,105,7.9,88.2,11,82.4,100,7.4,7.6,0
SV20210049,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Kinh tế số,2.1,72,5.7,84.8,1,82.5,71,5.8,7.1,0
SV20210049,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Kinh tế số,2.1,72,8.0,80.2,9,79.1,67,4.0,8.0,0
SV20210049,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Kinh tế số,2.1,72,8.9,100.0,15,77.7,73,6.5,7.7,0
SV20210049,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Kinh tế số,2.1,72,5.5,68.7,4,75.1,67,5.4,4.2,1
SV20210050,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,2.4,84,5.6,73.1,6,89.5,69,4.7,5.9,0
SV20210050,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,2.4,84,5.9,74.8,12,59.0,65,7.1,4.2,1
SV20210050,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,2.4,84,6.5,85.5,7,77.9,54,7.2,5.0,0
SV20210050,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,2.4,84,4.9,62.5,6,91.4,64,1.1,3.9,1
SV20210051,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kinh tế số,2.5,83,8.8,83.2,7,96.0,67,4.7,8.7,0
SV20210051,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kinh tế số,2.5,83,7.7,100.0,10,87.0,69,8.5,5.0,0
SV20210051,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kinh tế số,2.5,83,7.3,91.2,10,78.8,72,4.2,6.8,0
SV20210051,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kinh tế số,2.5,83,7.5,93.5,13,93.1,84,7.1,8.5,0
SV20210052,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,3.0,129,7.4,89.6,23,98.1,85,5.1,7.6,0
SV20210052,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,3.0,129,7.5,82.4,3,98.3,70,6.5,6.0,0
SV20210052,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,3.0,129,8.8,84.7,19,72.9,74,6.2,7.2,0
SV20210052,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,3.0,129,7.8,84.1,5,89.9,79,8.7,6.4,0
SV20210053,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,3.4,122,9.3,98.1,20,100.0,88,9.8,9.5,0
SV20210053,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,3.4,122,9.8,100.0,14,98.3,88,11.3,8.5,0
SV20210053,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,3.4,122,9.4,97.8,16,100.0,77,9.0,8.2,0
SV20210053,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,3.4,122,9.1,100.0,20,100.0,79,8.5,8.6,0
SV20210054,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Kinh tế số,1.8,52,5.2,68.3,10,63.8,62,5.5,4.2,1
SV20210054,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Kinh tế số,1.8,52,5.0,81.7,5,81.3,73,2.1,4.9,1
SV20210054,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Kinh tế số,1.8,52,5.7,59.3,6,69.8,57,1.0,4.5,1
SV20210054,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Kinh tế số,1.8,52,6.1,74.9,7,60.0,62,1.1,4.9,1
SV20210055,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kinh tế số,3.5,129,8.8,91.4,16,100.0,83,12.8,9.6,0
SV20210055,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kinh tế số,3.5,129,7.9,97.1,19,84.7,87,9.9,6.5,0
SV20210055,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kinh tế số,3.5,129,8.4,100.0,18,100.0,91,8.6,7.6,0
SV20210055,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kinh tế số,3.5,129,10.0,92.2,21,100.0,90,11.6,7.6,0
SV20210056,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,3.2,88,8.8,77.8,13,97.8,91,6.6,8.2,0
SV20210056,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,3.2,88,8.8,99.5,16,92.6,82,6.7,8.0,0
SV20210056,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,3.2,88,10.0,80.2,20,93.2,90,8.3,7.9,0
SV20210056,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,3.2,88,8.3,94.9,3,100.0,90,10.2,8.0,0
SV20210057,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Kỹ thuật dữ liệu,3.0,59,8.7,87.5,16,86.3,95,10.3,10.0,0
SV20210057,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Kỹ thuật dữ liệu,3.0,59,7.3,94.4,15,87.7,71,10.9,7.5,0
SV20210057,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Kỹ thuật dữ liệu,3.0,59,9.0,77.6,17,86.9,75,7.9,8.3,0
SV20210057,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Kỹ thuật dữ liệu,3.0,59,8.7,97.3,15,100.0,87,8.5,6.2,0
SV20210058,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Kinh tế số,2.7,55,7.1,67.5,13,88.0,66,6.4,5.4,0
SV20210058,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Kinh tế số,2.7,55,5.6,63.8,7,84.3,66,7.4,6.3,0
SV20210058,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Kinh tế số,2.7,55,6.2,75.2,4,90.5,80,5.0,8.5,0
SV20210058,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Kinh tế số,2.7,55,6.1,76.8,9,84.6,93,3.8,5.8,0
SV20210059,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,1.8,70,5.3,86.2,4,76.0,56,5.1,5.0,0
SV20210059,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,1.8,70,4.7,73.9,2,74.3,79,4.8,6.6,0
SV20210059,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,1.8,70,6.4,76.3,1,59.2,76,6.1,7.5,0
SV20210059,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,1.8,70,6.7,62.0,7,73.5,71,2.8,4.7,1
SV20210060,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,3.3,95,8.8,93.9,12,92.5,90,6.2,6.1,0
SV20210060,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,3.3,95,8.6,99.3,17,100.0,80,10.3,6.3,0
SV20210060,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,3.3,95,10.0,92.0,17,100.0,83,7.1,7.7,0
SV20210060,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,3.3,95,8.0,72.9,16,100.0,91,9.3,7.7,0
SV20210061,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,2.3,80,7.1,80.1,10,99.7,63,6.8,6.7,0
SV20210061,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,2.3,80,4.2,70.6,1,57.1,68,3.2,3.5,1
SV20210061,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,2.3,80,6.7,71.8,8,72.0,66,4.4,4.3,1
SV20210061,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,2.3,80,6.5,77.2,5,66.9,65,6.9,6.1,0
SV20210062,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Kỹ thuật dữ liệu,3.2,83,8.5,100.0,13,91.4,84,7.0,8.4,0
SV20210062,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Kỹ thuật dữ liệu,3.2,83,8.0,85.4,15,85.9,73,5.7,7.2,0
SV20210062,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Kỹ thuật dữ liệu,3.2,83,7.9,73.7,8,75.2,84,9.2,6.7,0
SV20210062,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Kỹ thuật dữ liệu,3.2,83,6.6,87.0,17,84.0,80,5.2,6.1,0
SV20210063,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,3.3,117,6.7,90.3,17,60.3,78,7.6,6.4,0
SV20210063,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,3.3,117,7.6,88.7,13,100.0,73,5.9,5.9,0
SV20210063,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,3.3,117,9.6,87.7,14,82.3,89,8.8,10.0,0
SV20210063,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,3.3,117,8.6,88.3,14,90.4,71,7.2,8.3,0
SV20210064,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,2.6,67,6.8,86.0,11,97.7,88,4.4,4.0,1
SV20210064,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,2.6,67,6.8,88.6,12,94.9,53,6.4,6.7,0
SV20210064,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,2.6,67,8.2,84.2,15,68.6,72,5.8,7.4,0
SV20210064,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,2.6,67,7.7,93.2,10,84.9,80,5.5,6.3,0
SV20210065,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,2.7,97,7.1,82.5,12,79.5,70,5.5,7.0,0
SV20210065,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,2.7,97,8.4,96.3,14,83.0,74,2.1,8.8,0
SV20210065,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,2.7,97,6.7,82.5,10,62.9,70,4.5,6.0,0
SV20210065,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,2.7,97,6.7,80.0,14,89.9,72,5.2,6.8,0
SV20210066,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,1.7,42,5.7,59.8,6,75.6,64,3.4,4.6,1
SV20210066,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,1.7,42,6.8,82.5,4,86.8,66,2.8,5.1,0
SV20210066,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,1.7,42,5.8,54.8,6,66.6,58,1.9,5.9,0
SV20210066,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,1.7,42,4.5,66.9,1,81.6,63,0.0,3.2,1
SV20210067,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,2.4,66,6.7,89.0,12,90.9,72,8.2,5.8,0
SV20210067,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,2.4,66,8.2,96.5,10,76.4,65,6.8,5.1,0
SV20210067,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,2.4,66,8.4,86.4,13,92.7,76,7.5,9.1,0
SV20210067,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,2.4,66,6.0,91.3,10,76.2,59,8.0,5.7,0
SV20210068,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,2.4,70,6.4,76.5,7,97.9,76,2.6,3.6,1
SV20210068,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,2.4,70,7.6,82.1,6,76.1,68,5.2,7.5,0
SV20210068,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,2.4,70,7.1,74.3,1,98.4,70,6.3,7.0,0
SV20210068,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,2.4,70,7.3,92.5,14,72.1,76,5.8,5.6,0
SV20210069,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Kỹ thuật dữ liệu,2.5,58,6.8,68.3,9,81.2,76,4.6,5.2,0
SV20210069,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Kỹ thuật dữ liệu,2.5,58,7.7,83.4,11,92.8,74,5.4,5.9,0
SV20210069,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Kỹ thuật dữ liệu,2.5,58,6.9,78.9,6,82.6,59,4.1,7.2,0
SV20210069,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Kỹ thuật dữ liệu,2.5,58,6.8,83.8,6,77.6,69,6.6,5.7,0
SV20210070,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,3.3,88,9.5,93.6,11,99.4,83,7.6,7.4,0
SV20210070,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,3.3,88,8.7,87.4,21,80.2,85,6.0,7.4,0
SV20210070,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,3.3,88,8.2,84.6,11,77.5,74,9.8,8.3,0
SV20210070,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,3.3,88,7.4,84.0,10,80.9,87,9.6,7.1,0
SV20210071,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kinh tế số,2.9,53,7.1,73.8,11,56.9,69,3.8,5.7,0
SV20210071,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kinh tế số,2.9,53,4.3,75.6,5,57.8,76,9.2,5.0,0
SV20210071,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kinh tế số,2.9,53,7.3,83.8,8,85.3,70,6.4,8.0,0
SV20210071,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kinh tế số,2.9,53,6.4,78.4,15,86.8,60,5.8,4.9,1
SV20210072,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,2.7,65,6.9,61.5,2,83.2,67,2.8,4.3,1
SV20210072,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,2.7,65,7.2,76.8,13,83.5,78,6.7,6.9,0
SV20210072,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,2.7,65,8.4,77.0,6,87.9,75,5.7,10.0,0
SV20210072,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,2.7,65,7.7,71.8,5,100.0,60,5.0,4.3,1
SV20210073,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,2.1,72,7.8,78.2,12,66.8,80,6.8,7.2,0
SV20210073,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,2.1,72,7.2,87.3,15,82.4,77,3.6,7.2,0
SV20210073,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,2.1,72,8.3,93.5,10,94.7,77,1.5,5.1,0
SV20210073,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,2.1,72,6.8,85.7,9,69.9,91,6.8,4.7,1
SV20210074,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Kinh tế số,2.2,52,7.4,86.3,9,79.5,79,8.1,8.2,0
SV20210074,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Kinh tế số,2.2,52,5.8,72.3,10,76.2,83,1.9,4.6,1
SV20210074,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Kinh tế số,2.2,52,6.1,94.5,7,86.3,68,5.4,7.2,0
SV20210074,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Kinh tế số,2.2,52,6.6,85.0,7,69.7,75,4.6,7.2,0
SV20210075,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,1.9,60,4.6,51.1,9,81.3,50,3.1,3.4,1
SV20210075,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,1.9,60,5.7,69.6,5,86.9,55,4.9,4.3,1
SV20210075,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,1.9,60,6.6,67.7,4,84.2,65,3.4,6.7,0
SV20210075,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,1.9,60,6.6,78.4,3,75.6,56,8.3,8.1,0
SV20210076,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,3.3,86,8.6,85.6,8,96.0,87,8.4,3.2,1
SV20210076,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,3.3,86,6.9,89.8,3,99.2,79,7.7,6.1,0
SV20210076,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,3.3,86,8.1,95.8,11,79.1,86,5.4,8.6,0
SV20210076,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,3.3,86,7.8,89.3,8,81.6,84,7.6,6.3,0
SV20210077,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Kinh tế số,3.7,117,10.0,100.0,8,93.2,89,9.1,8.5,0
SV20210077,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Kinh tế số,3.7,117,8.8,100.0,17,100.0,91,9.5,7.6,0
SV20210077,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Kinh tế số,3.7,117,10.0,100.0,11,84.1,74,8.4,8.0,0
SV20210077,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Kinh tế số,3.7,117,9.4,100.0,18,100.0,82,10.0,9.4,0
SV20210078,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,2.4,77,8.7,72.4,6,80.9,74,4.0,5.6,0
SV20210078,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,2.4,77,5.7,79.6,4,65.5,78,5.3,5.4,0
SV20210078,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,2.4,77,7.0,100.0,12,91.4,84,8.1,7.6,0
SV20210078,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,2.4,77,5.6,63.8,10,78.4,68,6.5,4.8,1
SV20210079,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kinh tế số,1.9,51,5.5,72.1,8,63.8,71,0.0,3.7,1
SV20210079,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kinh tế số,1.9,51,5.0,63.7,12,56.9,73,5.8,3.8,1
SV20210079,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kinh tế số,1.9,51,4.9,82.5,10,88.8,75,5.9,6.8,0
SV20210079,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kinh tế số,1.9,51,5.6,66.1,7,66.2,69,5.7,6.9,0
SV20210080,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,2.6,59,6.0,72.5,9,56.0,72,5.9,5.3,0
SV20210080,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,2.6,59,6.7,77.9,9,87.1,66,2.9,7.3,0
SV20210080,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,2.6,59,6.6,83.1,7,67.2,66,5.9,6.6,0
SV20210080,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,2.6,59,6.7,80.2,8,89.0,66,6.4,6.5,0
SV20210081,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Kỹ thuật dữ liệu,3.2,74,8.2,82.7,6,89.7,89,8.3,9.1,0
SV20210081,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Kỹ thuật dữ liệu,3.2,74,9.1,85.6,12,100.0,77,9.3,8.0,0
SV20210081,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Kỹ thuật dữ liệu,3.2,74,8.5,79.3,10,86.9,85,4.4,9.8,0
SV20210081,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Kỹ thuật dữ liệu,3.2,74,7.8,80.9,12,62.9,73,5.9,6.0,0
SV20210082,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,2.7,63,7.7,96.0,3,86.6,74,11.7,8.9,0
SV20210082,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,2.7,63,7.1,64.7,8,86.3,74,7.2,5.3,0
SV20210082,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,2.7,63,8.8,85.3,13,94.5,79,8.5,7.1,0
SV20210082,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,2.7,63,6.7,100.0,12,79.0,63,6.7,5.8,0
SV20210083,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,2.6,85,5.5,74.8,10,98.2,65,3.3,6.3,0
SV20210083,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,2.6,85,5.7,84.5,9,70.1,67,2.9,4.6,1
SV20210083,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,2.6,85,9.0,66.4,9,84.2,80,5.8,6.5,0
SV20210083,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,2.6,85,6.2,84.6,7,77.6,63,3.3,5.6,0
SV20210084,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,3.1,111,8.2,81.5,10,82.3,91,8.1,8.1,0
SV20210084,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,3.1,111,7.1,79.4,14,85.4,78,8.6,7.1,0
SV20210084,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,3.1,111,9.0,83.5,18,83.6,83,10.2,7.1,0
SV20210084,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,3.1,111,10.0,93.4,11,88.2,86,6.5,9.2,0
SV20210085,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,1.7,44,5.6,68.0,6,81.4,72,5.5,6.1,0
SV20210085,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,1.7,44,4.8,73.3,2,84.9,65,1.9,3.7,1
SV20210085,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,1.7,44,3.9,61.3,1,52.6,64,3.1,4.0,1
SV20210085,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,1.7,44,5.7,60.1,1,65.9,66,5.3,3.5,1
SV20210086,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,2.3,68,5.4,70.2,7,99.6,70,3.1,4.9,1
SV20210086,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,2.3,68,6.4,75.9,5,85.2,73,4.1,5.1,0
SV20210086,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,2.3,68,6.9,87.3,9,78.0,52,6.4,7.9,0
SV20210086,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,2.3,68,6.4,75.7,12,79.3,69,1.7,6.5,0
