GioiTinh,KhuVucSinhSong,HocVanChaMe,HoanCanhGiaDinh,HocLucNamTruoc,TiLeChuyenCan,GioTuHocMoiTuan,ThamGiaHocThem,OnThiTruoc,ThoiGianMangXaHoi,KetQua
Nam,Thành thị,Đại học,Trung bình,Trung bình,80.0,10.5,Không,Không ôn thi,2.8,Trượt
Nữ,Nông thôn,Thạc sĩ,Trung bình,Giỏi,100.0,14.2,Có,Không ôn thi,3.0,Đỗ
Nam,Nông thôn,Đại học,Khó khăn,Giỏi,71.8,20.8,Không,Đã ôn thi,5.5,Đỗ
Nam,Thành thị,Đại học,Khó khăn,Trung bình,61.4,8.1,Không,Không ôn thi,4.1,Trượt
Nữ,Thành thị,Cao đẳng,Khó khăn,Khá,85.2,10.8,Không,Không ôn thi,5.0,Trượt
Nam,Nông thôn,Thạc sĩ,Trung bình,Khá,89.7,9.1,Có,Không ôn thi,4.5,Đỗ
Nam,Thành thị,Chưa tốt nghiệp THPT,Khá giả,Trung bình,90.7,8.1,Có,Không ôn thi,0.9,Trượt
Nữ,Nông thôn,Đại học,Trung bình,Yếu,69.8,7.6,Không,Không ôn thi,1.5,Trượt
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,84.0,9.8,Không,Đã ôn thi,2.1,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Khá giả,Khá,83.1,16.6,Không,Đã ôn thi,2.3,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Khá giả,Khá,67.1,15.7,Có,Không ôn thi,4.9,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Khá,100.0,10.7,Không,Đã ôn thi,4.5,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,75.6,14.5,Không,Đã ôn thi,2.8,Đỗ
Nam,Nông thôn,Cao đẳng,Trung bình,Trung bình,85.3,4.9,Có,Đã ôn thi,7.1,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Khó khăn,Giỏi,86.5,4.7,Có,Đã ôn thi,4.0,Đỗ
Nữ,Thành thị,Cao đẳng,Khó khăn,Giỏi,83.7,11.2,Có,Đã ôn thi,3.3,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Khó khăn,Khá,67.7,7.8,Có,Đã ôn thi,4.8,Đỗ
Nam,Nông thôn,Đại học,Trung bình,Trung bình,71.4,20.0,Có,Đã ôn thi,2.0,Trượt
Nam,Nông thôn,Đại học,Khá giả,Giỏi,93.4,12.9,Không,Không ôn thi,5.1,Đỗ
Nữ,Nông thôn,Cao đẳng,Khá giả,Trung bình,85.4,8.6,Không,Không ôn thi,0.0,Trượt
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,71.7,5.7,Có,Đã ôn thi,2.3,Đỗ
Nam,Thành thị,Cao đẳng,Khá giả,Khá,90.9,16.5,Không,Không ôn thi,7.2,Đỗ
Nam,Nông thôn,Chưa tốt nghiệp THPT,Khó khăn,Khá,81.4,3.0,Không,Đã ôn thi,2.9,Đỗ
Nam,Nông thôn,Chưa tốt nghiệp THPT,Khó khăn,Yếu,76.0,13.5,Có,Đã ôn thi,2.3,Trượt
Nữ,Nông thôn,Thạc sĩ,Khó khăn,Khá,99.6,8.8,Không,Không ôn thi,2.8,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Giỏi,78.2,17.8,Có,Đã ôn thi,4.0,Đỗ
Nữ,Nông thôn,Cao đẳng,Trung bình,Khá,94.9,4.7,Có,Đã ôn thi,3.9,Đỗ
Nam,Nông thôn,Đại học,Khó khăn,Yếu,83.3,16.2,Không,Đã ôn thi,4.4,Trượt
Nam,Nông thôn,Cao đẳng,Trung bình,Khá,100.0,14.0,Không,Đã ôn thi,1.8,Đỗ
Nam,Thành thị,Cao đẳng,Khó khăn,Giỏi,61.2,0.0,Không,Không ôn thi,3.3,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,82.5,16.5,Có,Đã ôn thi,3.1,Đỗ
Nam,Thành thị,Cao đẳng,Trung bình,Khá,85.2,4.7,Không,Đã ôn thi,1.7,Đỗ
Nam,Thành thị,Đại học,Khá giả,Yếu,85.2,8.2,Không,Đã ôn thi,4.0,Trượt
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,93.8,3.4,Có,Đã ôn thi,0.6,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Khá giả,Trung bình,78.4,4.7,Không,Đã ôn thi,6.3,Trượt
Nam,Nông thôn,Đại học,Trung bình,Khá,82.6,9.5,Không,Đã ôn thi,4.6,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Khá giả,Trung bình,75.3,10.0,Có,Không ôn thi,3.3,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Khá giả,Khá,90.9,10.1,Có,Đã ôn thi,1.5,Đỗ
Nam,Thành thị,Thạc sĩ,Trung bình,Khá,74.5,7.1,Không,Không ôn thi,3.8,Trượt
Nam,Nông thôn,Thạc sĩ,Trung bình,Giỏi,95.7,13.0,Có,Đã ôn thi,0.0,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,83.5,10.4,Không,Đã ôn thi,5.0,Đỗ
Nữ,Nông thôn,Cao đẳng,Khá giả,Khá,85.4,11.0,Không,Không ôn thi,3.4,Đỗ
Nam,Thành thị,Đại học,Trung bình,Khá,71.0,6.8,Có,Không ôn thi,0.0,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Khá giả,Trung bình,86.7,15.9,Không,Đã ôn thi,3.8,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,89.0,8.6,Không,Đã ôn thi,2.5,Đỗ
Nam,Nông thôn,Đại học,Khá giả,Khá,99.4,10.2,Không,Đã ôn thi,2.4,Đỗ
Nam,Thành thị,Đại học,Trung bình,Trung bình,89.0,11.7,Không,Không ôn thi,3.2,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Khá giả,Giỏi,93.3,18.5,Không,Đã ôn thi,6.1,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Khá giả,Trung bình,73.3,1.6,Có,Đã ôn thi,5.6,Trượt
Nữ,Nông thôn,Cao đẳng,Khá giả,Yếu,80.5,13.7,Có,Đã ôn thi,4.7,Trượt
Nữ,Nông thôn,Cao đẳng,Trung bình,Giỏi,65.4,9.8,Có,Đã ôn thi,5.2,Đỗ
Nữ,Thành thị,Cao đẳng,Trung bình,Trung bình,93.7,6.7,Không,Không ôn thi,3.0,Trượt
Nam,Nông thôn,Đại học,Trung bình,Giỏi,77.1,0.9,Không,Đã ôn thi,0.4,Đỗ
Nam,Thành thị,Cao đẳng,Trung bình,Trung bình,100.0,7.1,Có,Đã ôn thi,1.6,Đỗ
Nữ,Thành thị,Chưa tốt nghiệp THPT,Khá giả,Khá,76.7,13.7,Không,Không ôn thi,0.8,Đỗ
Nam,Thành thị,Cao đẳng,Khá giả,Trung bình,72.0,11.2,Có,Đã ôn thi,5.5,Đỗ
Nữ,Thành thị,Cao đẳng,Khá giả,Giỏi,63.9,12.4,Có,Không ôn thi,4.0,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Khá giả,Trung bình,77.2,6.4,Không,Đã ôn thi,2.2,Đỗ
Nam,Nông thôn,Chưa tốt nghiệp THPT,Trung bình,Trung bình,69.7,7.5,Không,Không ôn thi,1.9,Trượt
Nam,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Trung bình,73.0,7.9,Có,Đã ôn thi,3.1,Trượt
Nữ,Nông thôn,Cao đẳng,Trung bình,Trung bình,91.4,0.1,Không,Không ôn thi,5.4,Trượt
Nữ,Nông thôn,Cao đẳng,Khá giả,Trung bình,100.0,4.9,Có,Không ôn thi,4.0,Trượt
Nữ,Thành thị,Cao đẳng,Trung bình,Trung bình,52.9,8.1,Không,Không ôn thi,3.6,Trượt
Nam,Thành thị,Đại học,Trung bình,Yếu,72.5,7.8,Không,Không ôn thi,2.7,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,82.4,12.5,Không,Đã ôn thi,7.4,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Khá,81.8,0.0,Có,Đã ôn thi,3.3,Trượt
Nữ,Thành thị,Đại học,Trung bình,Khá,87.2,14.1,Có,Đã ôn thi,2.1,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Giỏi,80.2,9.3,Không,Không ôn thi,5.1,Đỗ
Nữ,Nông thôn,Thạc sĩ,Khá giả,Khá,81.5,5.5,Không,Đã ôn thi,2.0,Đỗ
Nam,Nông thôn,Chưa tốt nghiệp THPT,Khá giả,Trung bình,74.3,0.2,Không,Đã ôn thi,2.7,Trượt
Nữ,Thành thị,Đại học,Trung bình,Khá,69.0,6.2,Không,Đã ôn thi,2.5,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Khó khăn,Khá,78.2,5.9,Có,Đã ôn thi,5.8,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Trung bình,74.4,12.7,Có,Đã ôn thi,4.3,Trượt
Nữ,Nông thôn,Cao đẳng,Khá giả,Khá,77.5,5.4,Không,Đã ôn thi,2.3,Đỗ
Nam,Thành thị,Đại học,Trung bình,Giỏi,85.6,1.3,Không,Không ôn thi,1.0,Đỗ
Nam,Thành thị,Cao đẳng,Khó khăn,Trung bình,99.7,11.3,Không,Không ôn thi,2.1,Trượt
Nữ,Nông thôn,Cao đẳng,Khó khăn,Khá,80.1,11.9,Có,Đã ôn thi,6.1,Đỗ
Nam,Thành thị,Đại học,Khá giả,Trung bình,84.6,14.6,Không,Không ôn thi,2.8,Trượt
Nữ,Thành thị,Đại học,Khá giả,Trung bình,84.5,10.7,Không,Đã ôn thi,5.6,Trượt
Nữ,Nông thôn,Đại học,Trung bình,Yếu,73.3,13.8,Có,Không ôn thi,3.9,Trượt
Nữ,Thành thị,Cao đẳng,Trung bình,Trung bình,68.2,11.3,Có,Đã ôn thi,6.5,Trượt
Nữ,Thành thị,Cao đẳng,Khá giả,Yếu,83.1,3.9,Có,Đã ôn thi,5.6,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,88.1,12.7,Có,Không ôn thi,2.3,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Khó khăn,Trung bình,100.0,2.4,Có,Không ôn thi,1.5,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Yếu,88.0,13.9,Có,Đã ôn thi,4.2,Trượt
Nữ,Nông thôn,Cao đẳng,Trung bình,Giỏi,84.3,16.2,Có,Đã ôn thi,1.7,Đỗ
Nam,Thành thị,Cao đẳng,Khó khăn,Yếu,100.0,14.5,Không,Không ôn thi,4.1,Trượt
Nam,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Giỏi,66.1,15.9,Có,Đã ôn thi,7.3,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Khá,80.3,6.5,Có,Không ôn thi,2.1,Đỗ
Nam,Thành thị,Cao đẳng,Khá giả,Trung bình,87.9,6.3,Không,Không ôn thi,3.2,Trượt
Nữ,Nông thôn,Cao đẳng,Trung bình,Trung bình,77.4,13.0,Không,Không ôn thi,1.5,Trượt
Nữ,Thành thị,Thạc sĩ,Khá giả,Khá,100.0,5.2,Có,Không ôn thi,5.0,Đỗ
Nam,Nông thôn,Đại học,Trung bình,Yếu,100.0,4.9,Có,Đã ôn thi,0.0,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Khá giả,Khá,81.8,7.5,Không,Đã ôn thi,1.5,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Giỏi,86.0,12.0,Không,Không ôn thi,2.7,Đỗ
Nữ,Nông thôn,Thạc sĩ,Trung bình,Khá,87.0,9.2,Không,Không ôn thi,6.2,Đỗ
Nữ,Thành thị,Đại học,Khá giả,Trung bình,79.7,8.6,Có,Đã ôn thi,1.7,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Khá giả,Khá,80.8,0.0,Không,Đã ôn thi,3.1,Trượt
Nữ,Thành thị,Tốt nghiệp THPT,Khá giả,Trung bình,87.9,5.4,Có,Đã ôn thi,1.3,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Khó khăn,Yếu,79.3,7.8,Có,Không ôn thi,0.6,Trượt
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Khá,93.6,9.0,Có,Không ôn thi,4.1,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Khá giả,Giỏi,100.0,12.7,Không,Không ôn thi,1.4,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Trung bình,94.8,16.0,Không,Đã ôn thi,3.3,Đỗ
Nam,Thành thị,Chưa tốt nghiệp THPT,Khó khăn,Trung bình,100.0,5.5,Có,Không ôn thi,1.4,Đỗ
Nữ,Nông thôn,Đại học,Khó khăn,Trung bình,77.0,6.7,Không,Không ôn thi,7.9,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Trung bình,72.6,7.1,Không,Không ôn thi,4.6,Trượt
Nữ,Thành thị,Cao đẳng,Trung bình,Trung bình,80.6,13.9,Không,Không ôn thi,2.8,Đỗ
Nữ,Thành thị,Cao đẳng,Khó khăn,Yếu,80.0,11.4,Có,Không ôn thi,4.5,Trượt
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Trung bình,52.5,8.9,Có,Đã ôn thi,4.1,Trượt
Nam,Thành thị,Đại học,Khó khăn,Giỏi,90.5,18.8,Có,Đã ôn thi,1.2,Đỗ
Nam,Nông thôn,Cao đẳng,Trung bình,Trung bình,76.0,1.7,Không,Không ôn thi,4.9,Trượt
Nữ,Nông thôn,Thạc sĩ,Khó khăn,Khá,86.1,6.7,Có,Không ôn thi,3.4,Trượt
Nữ,Nông thôn,Chưa tốt nghiệp THPT,Khá giả,Trung bình,100.0,5.8,Có,Đã ôn thi,2.2,Đỗ
Nữ,Thành thị,Thạc sĩ,Trung bình,Trung bình,72.5,16.7,Có,Đã ôn thi,5.2,Đỗ
Nữ,Thành thị,Thạc sĩ,Trung bình,Khá,93.4,13.5,Không,Đã ôn thi,2.8,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,77.8,24.6,Không,Đã ôn thi,2.5,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,100.0,12.2,Không,Không ôn thi,6.4,Đỗ
Nam,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Giỏi,79.2,12.5,Có,Đã ôn thi,5.9,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Khó khăn,Giỏi,81.7,9.5,Không,Đã ôn thi,0.7,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Khá giả,Trung bình,80.2,0.9,Không,Đã ôn thi,4.5,Trượt
Nữ,Nông thôn,Đại học,Khá giả,Giỏi,92.0,9.4,Không,Không ôn thi,5.1,Đỗ
Nữ,Nông thôn,Đại học,Trung bình,Khá,100.0,9.2,Có,Đã ôn thi,3.5,Đỗ
Nam,Nông thôn,Cao đẳng,Trung bình,Trung bình,94.3,14.6,Không,Đã ôn thi,4.0,Đỗ
Nam,Thành thị,Đại học,Trung bình,Trung bình,86.6,8.8,Có,Không ôn thi,1.4,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Trung bình,86.0,14.1,Không,Không ôn thi,1.5,Đỗ
Nam,Nông thôn,Đại học,Trung bình,Khá,58.9,8.5,Không,Không ôn thi,5.9,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Khó khăn,Yếu,74.4,11.2,Không,Không ôn thi,1.8,Trượt
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Khá,82.7,7.9,Không,Đã ôn thi,5.2,Trượt
Nam,Nông thôn,Đại học,Khó khăn,Yếu,73.6,1.2,Có,Đã ôn thi,4.8,Trượt
Nữ,Nông thôn,Chưa tốt nghiệp THPT,Khó khăn,Yếu,78.4,13.5,Không,Đã ôn thi,4.5,Trượt
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Khá,58.0,13.9,Không,Đã ôn thi,4.3,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Khó khăn,Trung bình,92.4,14.3,Có,Đã ôn thi,2.1,Đỗ
Nam,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Trung bình,69.7,0.0,Không,Đã ôn thi,3.3,Trượt
Nữ,Nông thôn,Thạc sĩ,Trung bình,Giỏi,82.7,8.9,Có,Đã ôn thi,0.1,Đỗ
Nam,Thành thị,Đại học,Trung bình,Khá,91.5,7.7,Không,Không ôn thi,1.5,Đỗ
Nữ,Thành thị,Cao đẳng,Trung bình,Khá,78.4,7.7,Không,Đã ôn thi,3.9,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Trung bình,100.0,6.7,Có,Đã ôn thi,3.6,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Khá giả,Giỏi,96.7,6.2,Có,Không ôn thi,5.9,Đỗ
Nam,Thành thị,Đại học,Khá giả,Khá,75.0,7.2,Không,Không ôn thi,2.5,Đỗ
Nam,Nông thôn,Cao đẳng,Khá giả,Trung bình,67.0,9.3,Không,Đã ôn thi,4.5,Trượt
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,92.7,10.5,Không,Không ôn thi,2.9,Đỗ
Nữ,Nông thôn,Chưa tốt nghiệp THPT,Trung bình,Giỏi,83.3,15.2,Không,Đã ôn thi,3.3,Đỗ
Nam,Nông thôn,Đại học,Trung bình,Khá,78.4,9.5,Có,Không ôn thi,4.9,Đỗ
Nữ,Nông thôn,Cao đẳng,Khó khăn,Giỏi,88.2,11.0,Không,Không ôn thi,1.4,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Trung bình,81.2,0.0,Không,Đã ôn thi,4.7,Trượt
Nam,Nông thôn,Đại học,Trung bình,Khá,85.9,15.6,Không,Không ôn thi,3.5,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Giỏi,89.1,12.4,Không,Đã ôn thi,5.4,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Yếu,74.6,11.4,Có,Không ôn thi,3.8,Trượt
Nam,Nông thôn,Cao đẳng,Khó khăn,Khá,90.9,0.1,Không,Không ôn thi,2.1,Trượt
Nam,Thành thị,Cao đẳng,Khó khăn,Khá,74.8,15.5,Có,Đã ôn thi,2.8,Đỗ
Nữ,Thành thị,Đại học,Khó khăn,Giỏi,89.4,5.9,Không,Không ôn thi,5.3,Trượt
Nữ,Nông thôn,Đại học,Trung bình,Khá,89.2,14.6,Không,Đã ôn thi,1.4,Đỗ
Nam,Thành thị,Đại học,Khá giả,Trung bình,71.4,7.4,Có,Đã ôn thi,3.0,Trượt
Nam,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Trung bình,86.2,11.3,Không,Đã ôn thi,5.1,Trượt
Nữ,Nông thôn,Đại học,Khá giả,Khá,88.6,8.1,Không,Đã ôn thi,5.4,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Yếu,61.3,21.8,Không,Không ôn thi,4.4,Trượt
Nam,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Trung bình,83.1,7.9,Có,Không ôn thi,3.8,Trượt
Nữ,Nông thôn,Thạc sĩ,Khó khăn,Trung bình,56.4,6.4,Không,Không ôn thi,5.4,Trượt
Nữ,Thành thị,Tốt nghiệp THPT,Khá giả,Trung bình,82.7,17.6,Có,Đã ôn thi,4.8,Đỗ
Nữ,Thành thị,Cao đẳng,Khó khăn,Khá,88.8,12.3,Không,Không ôn thi,3.2,Đỗ
Nam,Nông thôn,Đại học,Trung bình,Giỏi,83.7,14.9,Không,Không ôn thi,5.3,Đỗ
Nam,Thành thị,Cao đẳng,Trung bình,Giỏi,94.2,7.7,Không,Không ôn thi,3.6,Đỗ
Nữ,Nông thôn,Thạc sĩ,Khó khăn,Yếu,79.6,8.9,Có,Đã ôn thi,3.2,Trượt
Nữ,Thành thị,Đại học,Khó khăn,Trung bình,97.5,15.6,Không,Đã ôn thi,4.1,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Khá giả,Trung bình,83.2,0.0,Có,Không ôn thi,2.3,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Khá giả,Khá,93.2,9.9,Không,Đã ôn thi,4.9,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Khá giả,Trung bình,74.4,0.0,Có,Không ôn thi,4.8,Trượt
Nữ,Nông thôn,Chưa tốt nghiệp THPT,Trung bình,Trung bình,87.3,7.8,Không,Đã ôn thi,2.2,Trượt
Nữ,Thành thị,Đại học,Khá giả,Khá,95.5,4.6,Có,Đã ôn thi,6.4,Đỗ
Nữ,Thành thị,Cao đẳng,Trung bình,Khá,90.1,19.5,Không,Đã ôn thi,4.0,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,100.0,9.1,Không,Không ôn thi,3.9,Đỗ
Nữ,Thành thị,Đại học,Khá giả,Khá,86.7,5.3,Có,Đã ôn thi,1.3,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,76.3,0.0,Có,Không ôn thi,4.4,Trượt
Nữ,Thành thị,Cao đẳng,Khó khăn,Yếu,67.3,2.3,Có,Đã ôn thi,2.4,Trượt
Nam,Thành thị,Cao đẳng,Khá giả,Trung bình,91.1,12.9,Có,Đã ôn thi,2.0,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,57.4,13.1,Không,Không ôn thi,6.2,Trượt
Nam,Thành thị,Thạc sĩ,Trung bình,Khá,59.5,4.5,Không,Đã ôn thi,6.2,Trượt
Nữ,Thành thị,Chưa tốt nghiệp THPT,Khá giả,Khá,83.0,7.0,Không,Không ôn thi,5.9,Trượt
Nữ,Thành thị,Chưa tốt nghiệp THPT,Khó khăn,Khá,71.3,1.1,Không,Đã ôn thi,3.5,Trượt
Nữ,Thành thị,Cao đẳng,Trung bình,Khá,73.3,14.4,Không,Đã ôn thi,1.0,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Giỏi,84.5,9.8,Có,Đã ôn thi,3.2,Đỗ
Nữ,Nông thôn,Đại học,Khá giả,Yếu,77.5,12.0,Không,Đã ôn thi,4.7,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Khá giả,Khá,78.2,16.1,Có,Đã ôn thi,3.2,Đỗ
Nữ,Thành thị,Cao đẳng,Trung bình,Trung bình,92.4,3.4,Có,Không ôn thi,1.7,Trượt
Nữ,Thành thị,Chưa tốt nghiệp THPT,Khá giả,Giỏi,78.2,9.2,Không,Không ôn thi,6.2,Trượt
Nữ,Nông thôn,Cao đẳng,Trung bình,Trung bình,100.0,9.8,Có,Không ôn thi,3.0,Đỗ
Nam,Nông thôn,Đại học,Trung bình,Trung bình,64.2,14.4,Không,Không ôn thi,4.2,Trượt
Nữ,Thành thị,Đại học,Trung bình,Khá,95.2,21.3,Có,Không ôn thi,5.9,Đỗ
Nữ,Nông thôn,Cao đẳng,Khá giả,Trung bình,82.1,6.4,Có,Không ôn thi,1.6,Đỗ
Nam,Thành thị,Chưa tốt nghiệp THPT,Khó khăn,Giỏi,64.9,6.2,Không,Không ôn thi,3.1,Trượt
Nam,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Trung bình,89.3,12.1,Có,Không ôn thi,1.8,Đỗ
Nam,Nông thôn,Thạc sĩ,Trung bình,Giỏi,100.0,16.1,Có,Không ôn thi,4.9,Đỗ
Nam,Nông thôn,Cao đẳng,Khá giả,Giỏi,84.5,7.2,Có,Không ôn thi,1.2,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Khá giả,Khá,96.7,9.8,Không,Đã ôn thi,8.0,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,70.7,5.8,Không,Đã ôn thi,2.3,Trượt
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Giỏi,93.3,12.5,Có,Đã ôn thi,3.1,Đỗ
Nam,Thành thị,Cao đẳng,Trung bình,Khá,95.6,2.3,Có,Không ôn thi,0.2,Đỗ
Nam,Nông thôn,Cao đẳng,Khó khăn,Trung bình,81.2,8.6,Có,Đã ôn thi,2.9,Đỗ
Nam,Thành thị,Cao đẳng,Khó khăn,Trung bình,79.1,13.8,Có,Không ôn thi,5.5,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,90.4,15.5,Có,Không ôn thi,6.1,Trượt
Nữ,Thành thị,Cao đẳng,Trung bình,Trung bình,100.0,4.3,Không,Đã ôn thi,4.9,Trượt
Nữ,Nông thôn,Tốt nghiệp THPT,Khá giả,Yếu,77.8,17.3,Không,Đã ôn thi,1.5,Đỗ
Nam,Thành thị,Cao đẳng,Khó khăn,Giỏi,75.0,16.5,Không,Đã ôn thi,4.3,Đỗ
Nữ,Nông thôn,Cao đẳng,Trung bình,Giỏi,100.0,0.0,Có,Đã ôn thi,5.6,Đỗ
Nữ,Nông thôn,Cao đẳng,Khá giả,Khá,79.9,12.1,Có,Không ôn thi,2.3,Đỗ
Nữ,Thành thị,Đại học,Khó khăn,Giỏi,100.0,0.0,Có,Đã ôn thi,4.0,Đỗ
Nữ,Thành thị,Cao đẳng,Khá giả,Trung bình,93.2,16.7,Có,Đã ôn thi,3.4,Đỗ
Nữ,Nông thôn,Đại học,Khá giả,Trung bình,75.0,10.6,Không,Đã ôn thi,2.6,Đỗ
Nữ,Nông thôn,Cao đẳng,Khó khăn,Giỏi,67.5,11.0,Không,Không ôn thi,1.0,Đỗ
Nam,Thành thị,Cao đẳng,Trung bình,Giỏi,89.3,6.0,Có,Đã ôn thi,5.0,Đỗ
Nam,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Giỏi,100.0,8.8,Có,Không ôn thi,2.7,Đỗ
Nam,Nông thôn,Đại học,Trung bình,Yếu,91.1,16.5,Có,Đã ôn thi,4.8,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Yếu,99.8,14.2,Không,Đã ôn thi,1.0,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Khó khăn,Khá,91.6,2.4,Không,Đã ôn thi,4.6,Trượt
Nam,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Khá,94.1,0.0,Không,Đã ôn thi,2.5,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Yếu,95.4,14.9,Có,Không ôn thi,0.2,Đỗ
Nam,Nông thôn,Đại học,Trung bình,Khá,87.2,12.9,Có,Không ôn thi,3.5,Đỗ
Nam,Thành thị,Đại học,Khá giả,Trung bình,86.1,12.8,Không,Đã ôn thi,4.0,Đỗ
Nam,Nông thôn,Đại học,Khó khăn,Trung bình,100.0,13.5,Không,Đã ôn thi,4.0,Đỗ
Nam,Nông thôn,Thạc sĩ,Khá giả,Trung bình,100.0,7.3,Có,Đã ôn thi,1.2,Đỗ
Nữ,Thành thị,Thạc sĩ,Trung bình,Khá,68.5,3.2,Không,Đã ôn thi,5.9,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Trung bình,76.1,8.5,Không,Đã ôn thi,6.6,Trượt
Nam,Nông thôn,Đại học,Trung bình,Trung bình,89.9,22.6,Có,Không ôn thi,0.0,Đỗ
Nam,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Khá,89.7,7.4,Có,Đã ôn thi,6.6,Đỗ
Nam,Nông thôn,Cao đẳng,Trung bình,Giỏi,88.7,12.0,Không,Đã ôn thi,3.4,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,100.0,14.5,Có,Đã ôn thi,5.2,Đỗ
